william;123.768.877-25;2001-05-10;MASCULINO;Avenida São Paulo;375;Estados;até 1057/1058;Jão model.Pessoa;Paraíba;william@gmail.com;8399952888;83997864543;true;Desenvolvedor;Open Source;00.00;true;1400.00;1500.00;Java, Vue3, Postgres, Spring;
william;123.768.877-25;2001-05-10;MASCULINO;Avenida São Paulo;375;Estados;até 1057/1058;Jão model.Pessoa;Paraíba;william@gmail.com;8399952888;83997864543;true;Desenvolvedor;Open Source;00.00;true;1400.00;1500.00;Java, Vue3, Postgres, Spring;
william;123.768.877-25;2001-05-10;MASCULINO;Avenida São Paulo;375;Estados;até 1057/1058;Jão model.Pessoa;Paraíba;william@gmail.com;8399952888;83997864543;true;Desenvolvedor;Open Source;00.00;true;1400.00;1500.00;Java, Vue3, Postgres, Spring;
william;123.768.877-25;2001-05-10;MASCULINO;Avenida São Paulo;375;Estados;até 1057/1058;Jão model.Pessoa;Paraíba;william@gmail.com;8399952888;83997864543;true;Desenvolvedor;Open Source;00.00;true;1400.00;1500.00;Java, Vue3, Postgres, Spring;
william;123.768.877-25;2001-05-10;MASCULINO;Avenida São Paulo;375;Estados;até 1057/1058;Jão model.Pessoa;Paraíba;william@gmail.com;8399952888;83997864543;true;Desenvolvedor;Open Source;00.00;true;1400.00;1500.00;Java, Vue3, Postgres, Spring;
william;123.768.877-25;2001-05-10;MASCULINO;Avenida São Paulo;375;Estados;até 1057/1058;Jão model.Pessoa;Paraíba;william@gmail.com;8399952888;83997864543;true;Desenvolvedor;Open Source;00.00;true;1400.00;1500.00;Java, Vue3, Postgres, Spring;
william;123.768.877-25;2001-05-10;MASCULINO;Avenida São Paulo;375;Estados;até 1057/1058;Jão model.Pessoa;Paraíba;william@gmail.com;8399952888;83997864543;true;Desenvolvedor;Open Source;00.00;true;1400.00;1500.00;Java, Vue3, Postgres, Spring;
william;123.768.877-25;2001-05-10;MASCULINO;Avenida São Paulo;375;Estados;até 1057/1058;Jão model.Pessoa;Paraíba;william@gmail.com;8399952888;83997864543;true;Desenvolvedor;Open Source;00.00;true;1400.00;1500.00;Java, Vue3, Postgres, Spring;
william;123.768.877-25;2001-05-10;MASCULINO;Avenida São Paulo;375;Estados;até 1057/1058;Jão model.Pessoa;Paraíba;william@gmail.com;8399952888;83997864543;true;Desenvolvedor;Open Source;00.00;true;1400.00;1500.00;Java, Vue3, Postgres, Spring;
william;123.768.877-25;2001-05-10;MASCULINO;Avenida São Paulo;375;Estados;até 1057/1058;Jão model.Pessoa;Paraíba;william@gmail.com;8399952888;83997864543;true;Desenvolvedor;Open Source;00.00;true;1400.00;1500.00;Java, Vue3, Postgres, Spring;
